id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
1360730,'2 bedrooms-private bath Hamakua Coast Plantation',7364591,Galen,Hawaii,Hamakua,20.08517,-155.43661,'Private room',299,7,25,16/02/20,0.52,3,365,Hawaii,,,,,,,,,,
42071662,'Outstanding  Studio  Beachwalk Resort 24th Floor',319732822,Marcela,?,'Hallandale Beach',25.98541,-80.12382,'Entire home/apt',109,2,0,?,?,2,169,'Broward County',,,,,,,,,,
39839382,'SOPHIA Room Cozy, North OSU, Near Downtown CBUS',217660325,Jin,?,'Near North/University',40.01178,-83.00225,'Private room',32,2,5,22/04/20,0.88,44,5,Columbus,,,,,,,,
42433693,'SloHi Guest Suite!',229095817,Loftium,?,'West Highland',39.76151,-105.04952,'Entire home/apt',83,3,2,19/06/20,2,118,48,Denver,,,,,,,,,,
14711913,'Kiahuna 49 Remodeled Top End Unit Close to Beach!',7390401,Preben,Kauai,Koloa-Poipu,21.876,-159.45934,'Entire home/apt',276,5,17,12/02/20,0.35,1,320,Hawaii,,,,,,,,,,
30446884,'Large remodeled eastside home 3 mi. from downtown',77084159,Alecia,?,78741,30.23133,-97.69223,'Private room',100,1,8,01/03/20,0.4,1,5,Austin,,,,,,,,,,
34929586,'Cozy and quiet apartment in West Asheville',27091046,Jane,?,28806,35.58863,-82.60478,'Entire home/apt',88,2,14,23/03/20,0.86,1,116,Asheville,,,,,,,,,,
27761742,'1BR/1BR Condo/King bed 12 min from DT ATX',24614936,Chip,?,78721,30.27654,-97.67872,'Entire home/apt',99,2,30,23/02/20,1.2,1,0,Austin,,,,,,,,,,
35342844,'Private Waikiki 1 Bedroom City View with Kitchen',177542829,Ambassador,Honolulu,'Primary Urban Center',21.28532,-157.83011,'Private room',144,1,25,21/03/20,1.82,3,320,Hawaii,,,,,,,,,,
41031828,'Amazing, Stupendous Room with City View!K',320280971,Kimberly,?,Valverde,39.71881,-105.01841,'Private room',55,1,9,09/06/20,1.58,16,90,Denver,,,,,,,,,
34623699,'SUPER EARLY CHECK IN AND SUPER LATE CHECK OUT',176237492,Tessie,?,'Near North Side',41.89567,-87.63256,'Entire home/apt',400,30,11,27/10/19,0.71,4,0,Chicago,,,,,,,,,,
12006664,'Kiahuna 312: Corner Condo, Air Conditioning -View Condo With A Free Midsize Rental Car',42618840,'Great Vacation',Kauai,Koloa-Poipu,21.87769,-159.46042,'Entire home/apt',172,2,29,12/01/20,0.68,75,345,Hawaii,,,,,,,,,
17286306,'Charming Vintage Apt in the heart of Logan Square',1003759,'Charles  Sarah',?,'Logan Square',41.92088,-87.68968,'Entire home/apt',90,7,27,28/07/20,0.69,1,310,Chicago,,,,,,,,,,
23920066,'Great Studio Fort Lauderdale Beach',14964737,Michael,?,'Fort Lauderdale',26.14094,-80.13018,'Entire home/apt',125,3,0,?,?,1,88,'Broward County',,,,,,,,,,
7750755,'Guadalupe: Awesome spot for people new to town',8167447,Martin,?,78751,30.32197,-97.72521,'Private room',37,29,6,09/12/19,0.12,81,345,Austin,,,,,,,,,,
39574762,'Historic N. Park Hill Cozy Guest Room',124156528,Anastacia,?,'North Park Hill',39.76109,-104.94019,'Private room',50,1,4,09/03/20,0.49,1,301,Denver,,,,,,,,,,
38513986,'17 Deluxe apt with Pool, Shopping, Dining  Beach',15587716,Samuel,?,'Fort Lauderdale',26.13903,-80.123,'Entire home/apt',150,2,15,13/06/20,2.81,23,229,'Broward County',,,,,,,,
10601243,'Palekaiko Estate Luxurious Ocean View Pool',54579432,Justin,Hawaii,'North Kona',19.64061,-155.96036,'Entire home/apt',743,5,0,?,?,1,248,Hawaii,,,,,,,,,,
17344459,'East Side Casita Moderna',10575569,George,?,78721,30.25979,-97.68419,'Entire home/apt',140,2,19,30/11/19,0.46,1,0,Austin,,,,,,,,,,
35162252,'*NEW LISTING* COMFY CASITA FREE WIFI  PARKING',35585912,Omar,?,'City of North Las Vegas',36.20641,-115.10462,'Entire home/apt',95,1,23,23/03/20,1.65,8,180,'Clark County',,,,,,,,,,
15493952,'Great access to everything downtown.',86894683,Neal,?,'Union Station',39.75843,-105.00254,'Private room',95,1,22,07/02/17,0.49,1,0,Denver,,,,,,,,,,
31716264,'Holly Secret Get Away',75948178,Tommy,?,78702,30.25494,-97.71907,'Entire home/apt',139,3,7,07/03/20,0.38,1,0,Austin,,,,,,,,,,
13466336,'HGTV Design Star Home-Beach entry, Pool-Spa Heaven',76998908,Karina,?,'Deerfield Beach',26.30656,-80.08859,'Entire home/apt',210,4,5,06/06/20,0.11,1,275,'Broward County',,,,,,,,,
41642891,'Spacious house near the Ocean.',3679019,Dmitry,?,'Dania Beach',26.0351,-80.14174,'Entire home/apt',160,4,0,?,?,1,337,'Broward County',,,,,,,,,,
21828806,'ILIKAI MARINA OCEANFRONT 91 -ONE BEDROOM AND VIEW',159135273,Tony,Honolulu,'Primary Urban Center',21.2856,-157.83948,'Entire home/apt',115,1,58,20/03/20,1.69,27,220,Hawaii,,,,,,,,,,
35315898,'Beautiful One-Bedroom Condo at WorldMark Austin!',10595328,Fred,?,78701,30.27113,-97.74712,'Entire home/apt',135,1,2,20/02/20,0.26,7,49,Austin,,,,,,,,,,
13404689,'Queen size bed in Chicago.(galewood)',76310397,Luis,?,Austin,41.91165,-87.79507,'Private room',70,1,17,20/10/19,0.33,1,363,Chicago,,,,,,,,,,
12214224,'Condo in Five Points Just Outside Downtown',43130573,Sarah,?,'Five Points',39.75212,-104.97998,'Entire home/apt',76,30,74,29/10/19,1.97,2,156,Denver,,,,,,,,,,
34312436,'Waikiki Banyan, Beautiful Views!',133640524,Doug,Honolulu,'Primary Urban Center',21.274,-157.82137,'Entire home/apt',98,30,4,12/10/19,0.29,1,0,Hawaii,,,,,,,,,
29161775,'The Pembroke Pines Getaway!',219753637,Tyshika,?,'Pembroke Pines',26.00711,-80.3047,'Entire home/apt',235,1,0,?,?,1,364,'Broward County',,,,,,,,,,
33417896,'Newly updated 1 BR Austin condo - great location!',149871088,Jim,?,78741,30.23522,-97.72884,'Entire home/apt',85,7,7,13/08/20,0.46,1,48,Austin,,,,,,,,,,
41981667,'WanderJaunt  Walton  2BR  Central Austin',104309976,WanderJaunt,?,78751,30.30755,-97.71281,'Entire home/apt',147,1,12,14/09/20,1.67,116,110,Austin,,,,,,,,,,
26479635,'Ohana Cottage',10128150,'Kauai Palms Hotel',Kauai,Lihue,21.97059,-159.36607,'Entire home/apt',150,1,118,15/03/20,4.4,10,110,Hawaii,,,,,,,,,,
22517059,'urban oasis great for groups (2 acre gated estate)',50399081,Amber-Rose,?,78745,30.21561,-97.81819,'Entire home/apt',900,1,8,09/08/20,0.26,1,42,Austin,,,,,,,,,,
37362303,'Atlantique Beach House Hotel - Double 5',276256435,Lucy,?,'Deerfield Beach',26.31122,-80.07739,'Entire home/apt',80,2,0,?,?,11,342,'Broward County',,,,,,,,,,
12620248,'2 BED lockoff TRUE Ocean FRONT Villa PRIME',68514925,Anne,Maui,Lahaina,20.93869,-156.69264,'Entire home/apt',600,6,2,06/04/19,0.04,1,260,Hawaii,,,,,,,,,,
15604146,'Sweeping Ocean Views; Private High End Condo!',73195631,Alexa,Maui,Kihei-Makena,20.68658,-156.43416,'Entire home/apt',191,4,37,01/03/20,0.87,14,177,Hawaii,,,,,,,,,,
43292649,'BRAND NEW Elegant Renovation in Bucktown (Chicago)',336306332,Mark,?,'Logan Square',41.91688,-87.67294,'Entire home/apt',149,1,8,14/09/20,1.82,1,357,Chicago,,,,,,,,,,
21764265,'Huge 2BR - LAST MINUTE - Quiet,Close to Strip 12',118085755,Bryce,?,'Unincorporated Areas',36.09813,-115.1675,'Entire home/apt',187,1,12,07/08/19,0.37,59,13,'Clark County',,,,,,,,,
43595074,'A home you will love  1BR in Denver',343006378,Pch,?,'Five Points',39.75386,-104.99014,'Entire home/apt',84,30,0,?,?,22,360,Denver,,,,,,,,,,
25452222,'19c. Greystone 3 bd/2ba near UChicago Med Center',44418,Kimberli,?,Woodlawn,41.77774,-87.59255,'Entire home/apt',149,3,61,19/08/20,2.35,2,179,Chicago,,,,,,,,,,
33855735,'Kolonahe Studio',122377948,Jocelyn,Hawaii,'North Kohala',20.23065,-155.79476,'Entire home/apt',45,2,26,05/09/20,1.6,1,89,Hawaii,,,,,,,,,,
35648035,'Stunning Studio In DT Denver Close to Everything',24157036,Angela,?,'Union Station',39.75506,-105.00036,'Entire home/apt',203,30,1,01/11/19,0.12,40,336,Denver,,,,,,,,,,
22608975,'Sunny Vegas condos',12568111,Antoinette,?,'Unincorporated Areas',36.10001,-115.21917,'Private room',350,1,0,?,?,36,365,'Clark County',,,,,,,,,,
9610640,'Hallandale,FL Deluxe Apartment 3/3',49726562,Marcelo,?,'Hallandale Beach',25.98534,-80.12215,'Entire home/apt',399,6,21,21/03/20,0.41,1,180,'Broward County',,,,,,,,,
12133081,'Kihei Akahi DG09-1BR Condo Across Beautiful Beach',2154262,'Condominium Rentals Hawaii',Maui,Kihei-Makena,20.71514,-156.443,'Entire home/apt',152,4,6,28/05/19,0.13,284,324,Hawaii,,,,,,,,,,
21891700,'Shomer Shabbos room for single woman',76220309,Martha,?,'West Ridge',42.01132,-87.69867,'Private room',36,1,3,20/09/19,0.2,1,80,Chicago,,,,,,,,,,
30959359,'Spacious  Charming 1PBR Heart of Wicker Park',43933909,Nat,?,'West Town',41.9094,-87.66872,'Private room',32,1,1,03/01/19,0.05,15,0,Chicago,,,,,,,,,,
4933298,'Waikiki Marina Resort (5)',22267033,Jennifer,Honolulu,'Primary Urban Center',21.28446,-157.83942,'Entire home/apt',292,2,9,25/01/19,0.13,4,365,Hawaii,,,,,,,,,,
32400935,'Beach Cottage Feel in the City - Unit B',231132333,Andrew,?,78721,30.25521,-97.68845,'Entire home/apt',64,30,3,10/04/20,0.17,6,277,Austin,,,,,,,,,,
22938098,'Lux Furnished Medical 2BR Apt In Heart of Fenway!',163251048,Jen,?,Fenway,42.34481,-71.10032,'Entire home/apt',686,28,0,?,?,12,122,Boston,,,,,,,,,,
41643452,'3 Bedroom House',198521417,Pawel,?,Clearing,41.7798,-87.77233,'Entire home/apt',89,2,0,?,?,1,0,Chicago,,,,,,,,,,
40399804,'Studio apartment in Fort Lauderdale - (Apt 2B)',310689186,Renata,?,'Fort Lauderdale',26.09774,-80.13668,'Entire home/apt',75,365,13,22/03/20,1.98,4,0,'Broward County',,,,,,,,,,
21276990,'Clean Modern Cozy',5422820,Gregg,?,Stapleton,39.74924,-104.89261,'Entire home/apt',125,2,1,15/11/18,0.05,2,0,Denver,,,,,,,,,,
18194698,'Stunning and Spacious Lincoln Park Home Allows Your Group to Live Like Locals',110985389,Josh,?,'Lincoln Park',41.91615,-87.6506,'Entire home/apt',667,3,52,19/01/20,1.25,1,112,Chicago,,,,,,,,,,
41527393,'The Washington 3 South OrangeLine  Queen bed with lots of light  Forest Hills and Faulkner on OrangeLine!',71783,Lance,?,'Jamaica Plain',42.30905,-71.10479,'Private room',46,29,0,?,?,42,43,Boston,,,,,,,,,,
30963198,'Kihei Akahi B-203 2Bd/2Ba Steps from Kamaole Beach, A/C Throughout,Sleeps 6',51017586,'Rentals Maui',Maui,Kihei-Makena,20.71701,-156.44506,'Entire home/apt',234,3,1,27/05/19,0.06,215,183,Hawaii,,,,,,,,
41371250,'Humboldt Park beauty w/master bed/bath.',316017150,Omar,?,'Humboldt Park',41.90684,-87.72462,'Entire home/apt',104,2,5,29/05/20,0.68,1,49,Chicago,,,,,,,,,,
1892267,'Light  Airy Large Princeville Hanalei Townhouse',816630,Victoria,Kauai,'North Shore Kauai',22.22117,-159.47104,'Entire home/apt',169,1,94,20/08/19,1.28,1,1,Hawaii,,,,,,,,,,
22636043,'Ocean Views with Pool and Hot Tub, Koi Ponds and More! - Ikena Lani',680107,Kahea,Kauai,'North Shore Kauai',22.21697,-159.43352,'Entire home/apt',1733,3,3,22/02/20,0.18,127,224,Hawaii,,,,,,,,,
39576253,'Little Asheville! 15 min Asheville/Hendersonville',212677905,Kevin,?,28732,35.43728,-82.46003,'Entire home/apt',85,2,24,30/08/20,2.16,1,328,Asheville,,,,,,,,,,
27527390,'Marina House-Heated Pool and Hot Tub/Amazing View!',84327527,'Candy  John',?,'Fort Lauderdale',26.09999,-80.16827,'Entire home/apt',335,25,0,?,?,1,281,'Broward County',,,,,,,,,,
13398692,'Private Modern Casita with Pool Sleeps 4',21152610,Nick,?,'City of Las Vegas',36.2555,-115.26066,'Entire home/apt',139,2,197,15/08/20,3.87,1,121,'Clark County',,,,,,,,,,
17387231,'Bedroom avail in amazing downtown Denver home!!1',20230599,Taylor,?,'Lincoln Park',39.7312,-104.99876,'Private room',50,2,125,18/03/20,3.1,2,0,Denver,,,,,,,,,,
39059472,'University hills apt with million dollar views',299363982,Alexis,?,'University Park',39.67097,-104.95812,'Entire home/apt',500,1,2,28/11/19,0.24,1,365,Denver,,,,,,,,,,
22972652,'F-MS **LOCATION in Waikiki - KING bed-FREE pkg*',149635394,Florencia,Honolulu,'Primary Urban Center',21.28095,-157.82711,'Entire home/apt',98,1,126,12/09/20,3.96,6,245,Hawaii,,,,,,,,,,
4278818,'Unique and Chic 2',4010906,Bobbie,?,'Grand Boulevard',41.81954,-87.61594,'Private room',118,28,11,22/10/19,0.17,7,365,Chicago,,,,,,,,,,
660425,'The Casita on Hether St',3333277,Gisela,?,78704,30.25118,-97.77234,'Entire home/apt',139,2,132,23/08/20,1.37,1,179,Austin,,,,,,,,,,
43691437,'G3 ) Comfortable Bed  in studio (SHARED  room)Pool',192720186,Anna,?,Hollywood,26.02722,-80.19027,'Shared room',23,1,0,?,?,13,358,'Broward County',,,,,,,,,,
12472819,'perfect Kauai retreat',38029140,Cherie,Kauai,'North Shore Kauai',22.2167,-159.47444,'Entire home/apt',160,3,116,17/03/20,2.21,1,365,Hawaii,,,,,,,,,,
31242607,'Cane Creek house, close to Asheville.',233743672,Liz,?,28732,35.43378,-82.49789,'Entire home/apt',161,2,44,19/07/20,2.1,1,108,Asheville,,,,,,,,,
1646411,'TROPICAL STUDIO IN WAIKIKI (3) FREE PARKING 1210',3152360,Nikodem,Honolulu,'Primary Urban Center',21.28019,-157.82739,'Entire home/apt',78,1,43,06/08/20,0.52,16,352,Hawaii,,,,,,,,,,
43579871,'Nautilus WaterFront 3/2 for 10 Guests',17469794,Valerie,?,'Dania Beach',26.06168,-80.15239,'Entire home/apt',411,5,0,?,?,63,353,'Broward County',,,,,,,,,,
39753269,'Elegant Retreat  2 Blocks to East 6th Street',4868857,Jillian,?,78702,30.25905,-97.7198,'Entire home/apt',449,1,112,15/09/20,10.37,3,355,Austin,,,,,,,,,,
8190277,'Oh-So-Close to Waikk Beach Condo',43202501,Ashlee,Honolulu,'Primary Urban Center',21.27336,-157.82205,'Entire home/apt',300,3,185,05/04/20,3.12,3,178,Hawaii,,,,,,,,,,
12493784,'LV Boulevard - 1BR',58385754,Kivaan,?,'Unincorporated Areas',36.03361,-115.17317,'Entire home/apt',146,2,1,10/01/18,0.03,5,365,'Clark County',,,,,,,,,,
41976753,'Farm house guest home',50605836,Erik,?,Davie,26.0344,-80.34584,'Entire home/apt',800,1,0,?,?,1,0,'Broward County',,,,,,,,,,
41340382,'Gorgeous Home - Washington Park - Ideal Location',229095817,Loftium,?,'Washington Park West',39.70233,-104.97427,'Entire home/apt',69,3,14,14/06/20,2.8,118,77,Denver,,,,,,,,,,
17176654,'My Perfect Stays: Fall Special 199',113441705,'My Perfect Stays',Maui,Lahaina,20.95023,-156.68884,'Entire home/apt',199,1,26,25/12/19,0.63,124,340,Hawaii,,,,,,,,,,
20944069,'Hale Kimo, steps to Beach!',10496350,'Elite Vacation Rentals',Honolulu,Koolaupoko,21.41412,-157.74604,'Entire home/apt',989,10,0,?,?,45,340,Hawaii,,,,,,,,,
27903386,'Beautiful Farm Retreat - Ohana House',283136,'Steve  Melinda',Hawaii,'South Kona',19.44852,-155.87467,'Entire home/apt',199,3,52,18/03/20,2.34,5,297,Hawaii,,,,,,,,,,
18492955,'Clarksville Elegance - downtown!!',118565935,'Renters Club',?,78703,30.27773,-97.75754,'Entire home/apt',309,2,60,10/09/20,1.47,56,321,Austin,,,,,,,,,,
29046191,'2-1 ALLSTON 3 Mins to Green Line T',218525774,Turana,?,Allston,42.34908,-71.1352,'Private room',77,1,13,17/03/20,0.56,9,0,Boston,,,,,,,,,,
37555074,'The Center Of The Vegas Strip Bellagios  Neighbor',109918256,Michael,?,'Unincorporated Areas',36.11124,-115.17619,'Hotel room',275,3,4,20/01/20,0.36,18,0,'Clark County',,,,,,,,,,
56690,'STUDIO IN SOCO.  BEST LOCATION!',268988,Stephanie,?,78704,30.2444,-97.75121,'Entire home/apt',150,2,174,30/08/20,1.5,2,86,Austin,,,,,,,,,,
2752416,'Comfortable Kolea Cottage, Hana',12083534,Robin,Maui,Hana,20.77812,-156.0245,'Entire home/apt',320,1,233,20/02/20,3.15,1,87,Hawaii,,,,,,,,,
39807605,'Paradise on Hollywood Beach 2 bed/2 bath N',306095280,Betty,?,Hollywood,25.98735,-80.11865,'Entire home/apt',199,2,5,27/02/20,0.85,1,333,'Broward County',,,,,,,,,,
21819046,'Quebec City Farmhouse',11390390,Sean,?,'East Colfax',39.7404,-104.90339,'Private room',50,4,155,12/11/19,4.9,2,166,Denver,,,,,,,,,,
20904684,'Across from a perfect beach! Akahi C507',22635145,'CB Island Vacations',Maui,Kihei-Makena,20.71691,-156.44334,'Entire home/apt',139,4,23,06/03/20,0.8,149,364,Hawaii,,,,,,,,,,
39696256,'Studio w/Private Patio 8.6Mi to Pompano Beach',126641496,'Evolve Vacation Rental',?,Margate,26.21807,-80.20016,'Entire home/apt',168,2,3,08/03/20,0.67,69,343,'Broward County',,,,,,,,,,
32269372,'Trees in the park',127429270,Sophia,?,Kenwood,41.80303,-87.59103,'Entire home/apt',150,2,38,19/07/20,2.11,1,108,Chicago,,,,,,,,,,
42737689,'Kasa  Chicago  Awesome Studio South Loop Apartment',88566861,Kasa,?,Loop,41.87122,-87.6306,'Entire home/apt',109,2,2,22/08/20,1.4,45,364,Chicago,,,,,,,,,,
12872623,'Menehune Shores 605-2BR Oceanview Premium+ Condo!',2154262,'Condominium Rentals Hawaii',Maui,Kihei-Makena,20.76403,-156.45766,'Entire home/apt',258,4,22,27/12/19,0.43,284,152,Hawaii,,,,,,,,,,
4775330,'Kahala house 2 bedroom monthly only',23168406,Lloyd,Honolulu,'Primary Urban Center',21.26901,-157.78168,'Entire home/apt',210,30,87,13/06/19,1.34,1,364,Hawaii,,,,,,,,,,
35227153,'Wooded Oasis minutes from i26 and French Broad!',263176516,Angela,?,28704,35.47316,-82.56123,'Entire home/apt',62,2,55,20/09/20,3.47,1,59,Asheville,,,,,,,,,,
45175925,'A home you will love  2BR in Austin',359036978,Kia,?,78702,30.28087,-97.70993,'Entire home/apt',149,30,0,?,?,593,360,Austin,,,,,,,,,,
33914916,'N.Lauderdale Room with Amenities',256080676,'Ernst  Lisa',?,'North Lauderdale',26.21183,-80.2113,'Private room',40,1,32,15/03/20,2.25,4,177,'Broward County',,,,,,,,,,
10551854,'Cozy studio',23049102,Byron,?,78751,30.30511,-97.72662,'Entire home/apt',75,1,0,?,?,1,0,Austin,,,,,,,,,,
17241988,'Hale o Puukala on the slopes of Hualalai Volcano',116172686,'Candy And Hayden',Hawaii,'North Kona',19.73768,-155.98039,'Entire home/apt',55,2,71,19/03/20,2,1,0,Hawaii,,,,,,,,,,
5523786,'Fort Lauderdale Guesthouse  Pool',21519702,'Chris  Mark',?,'Fort Lauderdale',26.14886,-80.13416,'Entire home/apt',125,3,51,06/03/20,0.8,1,0,'Broward County',,,,,,,,,,
41029631,'Astonishing, Super Room W/View of DowntownK',320280971,Kimberly,?,Valverde,39.71749,-105.0198,'Private room',55,1,9,12/06/20,1.45,16,90,Denver,,,,,,,,,
14113585,'Mountain  Golf Course Views!  Canal House 2007',69552498,'Captain Cook Resorts',Honolulu,'Primary Urban Center',21.27486,-157.81828,'Entire home/apt',97,30,0,?,?,154,229,Hawaii,,,,,,,,,,
14128026,'The Garden Jewel of Princeville - Heated Pool',28035243,'Jeff  Shana',Kauai,'North Shore Kauai',22.22618,-159.48277,'Entire home/apt',155,4,44,12/07/20,0.89,35,269,Hawaii,,,,,,,,,,
18755749,'Cheesman Park Getaway',6773127,Henry,?,'Cheesman Park',39.73878,-104.96668,'Entire home/apt',145,2,20,16/02/20,0.53,1,0,Denver,,,,,,,,,,
31437737,'BEAUTIFUL BEACHWALK RESORT HALLANDALE 2B/2B',33295885,Yarden,?,'Hallandale Beach',25.9863,-80.12236,'Entire home/apt',400,2,0,?,?,112,180,'Broward County',,,,,,,,,,
37430865,'The Scarlet  Gray Skyline Loft-DOWNTOWN/CONV CTR',116400313,Nate,?,Downtown,39.9634,-82.99809,'Entire home/apt',119,2,15,03/07/20,1.38,28,79,Columbus,,,,,,,,,,
32661789,'Resort Vacation 50 Night 4 PEOPLE WOW each!!',57133021,Paul,?,Weston,26.12574,-80.37262,'Entire home/apt',150,2,1,10/03/19,0.06,3,352,'Broward County',,,,,,,,,,
16289183,'Great Ocean Views  Maui Sunset 221B',13039811,'Kumulani Vacations',Maui,Kihei-Makena,20.75664,-156.45724,'Entire home/apt',210,4,1,12/02/18,0.03,35,220,Hawaii,,,,,,,,,,
29081753,'The Pool House\n405 Seawind Lakeway,Tx 78734',71096391,Don,?,78734,30.36518,-97.99141,'Entire home/apt',679,2,0,?,?,4,363,Austin,,,,,,,,,
28988875,'Maui Mermaid One Bedroom Luxurious Condo',65656890,Theresa,Maui,Kihei-Makena,20.7167,-156.44385,'Entire home/apt',179,2,11,04/09/20,0.46,1,318,Hawaii,,,,,,,,,,
31039720,'Kona Reef D31',156331964,'Grand Welcome',Hawaii,'North Kona',19.62879,-155.98819,'Entire home/apt',183,1,1,03/02/20,0.13,103,233,Hawaii,,,,,,,,,,
26101637,'4 bedroom 2bath Kapahulu, Diamond head,waikiki Hm',20070817,Ken,Honolulu,'Primary Urban Center',21.28128,-157.81075,'Entire home/apt',300,30,8,02/01/20,0.38,9,364,Hawaii,,,,,,,,
21632665,'simple and chic',135119092,Ade,?,78744,30.18827,-97.76433,'Private room',35,1,0,?,?,1,0,Austin,,,,,,,,,,
31017024,'Amazing OceanView Waikiki Condo FREE Parking',3332623,Tiare,Honolulu,'Primary Urban Center',21.27667,-157.82266,'Entire home/apt',169,30,15,03/11/19,0.88,10,169,Hawaii,,,,,,,,,,
31863732,'NEWLY REMODELED!! 2 bedroom 2 bath condo, Maui, HI',96828907,Elizabeth,Maui,Kihei-Makena,20.72531,-156.4467,'Entire home/apt',168,3,38,21/03/20,2.04,1,352,Hawaii,,,,,,,,
38238404,'Cozy 2 bed/2 bath in Wilton Manors',244112871,Gabrielle,?,'Wilton Manors',26.16046,-80.13691,'Entire home/apt',95,1,19,13/06/20,2.15,3,233,'Broward County',,,,,,,,,,
21553035,'Historic Pullman Home-Style Comfort  Great Locale',156698136,'Dave  K. Dale',?,Pullman,41.68923,-87.60536,'Entire home/apt',129,2,108,12/09/20,3.19,2,179,Chicago,,,,,,,,,,
38553984,'Cozy charming house close to beach',294146230,Peter,?,'West Park',25.97455,-80.18537,'Entire home/apt',160,2,4,15/03/20,0.89,1,136,'Broward County',,,,,,,,,,
15867765,'Historic Church in The River Arts District',102070094,'David And Shawn',?,28801,35.57883,-82.56037,'Private room',127,1,292,23/09/20,6.29,1,45,Asheville,,,,,,,,,,
8266788,'5 Mins to Downtown/ 2 MIns-Biltmore',1686503,Robbie,?,28803,35.57594,-82.54484,'Entire home/apt',300,2,23,09/08/20,0.38,1,64,Asheville,,,,,,,,,,
8898924,'Beautiful smart home on the East side',7354485,Matt,?,78721,30.27485,-97.68535,'Private room',40,30,117,07/10/19,1.97,2,365,Austin,,,,,,,,,,
30236527,'HEATED Pool,Hot Tub  Jacuzzi 4/3 ParadisePlace',102394539,Winston,?,Hollywood,26.02114,-80.20064,'Entire home/apt',350,3,49,10/06/20,2.61,1,316,'Broward County',,,,,,,,,
31621704,'Townhouse for Rent - Walk to SxSW - Austin, Texas',152043862,Bryan,?,78704,30.25308,-97.77333,'Entire home/apt',325,3,0,?,?,1,89,Austin,,,,,,,,,
28482742,'Modern 2BR near all action',24831061,Hosteeva,?,Hollywood,26.01306,-80.14213,'Entire home/apt',80,1,11,29/08/19,0.58,32,0,'Broward County',,,,,,,,,,
41880999,'Modern Private Two Bedroom Single Family Home',45419329,Jonathan,?,Hollywood,26.02668,-80.22228,'Entire home/apt',300,3,8,30/04/20,1.83,2,321,'Broward County',,,,,,,,,,
19619677,'Historic Andersonville Coach House',135238399,Christina,?,Edgewater,41.98546,-87.66399,'Entire home/apt',188,2,38,17/02/20,1,1,19,Chicago,,,,,,,,,,
37988977,'New listing! Spacious townhome w/ shared pool, golf - ocean  mountain views',111808435,Vacasa,Hawaii,'North Kona',19.55722,-155.96407,'Entire home/apt',190,2,2,27/11/19,0.19,260,357,Hawaii,,,,,,,,,
16026347,'Historic Wyman District Haven',7011288,'Tamara And Michael',?,'Cheesman Park',39.73979,-104.96157,'Entire home/apt',105,1,180,12/06/20,4.19,1,227,Denver,,,,,,,,,,
38483403,'Great Studio South Exposure, Amazing Water Views!!',1833853,Ricardo,?,Hollywood,25.98687,-80.12206,'Entire home/apt',299,3,1,21/02/20,0.25,110,317,'Broward County',,,,,,,,,
16491236,'Large 1-Bedroom Suite, Full Kitchen  Laundry!',11481260,Hazel,Honolulu,'Primary Urban Center',21.28502,-157.83111,'Private room',245,3,4,01/12/19,0.24,23,289,Hawaii,,,,,,,,,
27650656,'Modern and Convenient South Austin Apartment',80894588,Tj,?,78704,30.23573,-97.78225,'Entire home/apt',141,1,5,03/11/18,0.2,1,0,Austin,,,,,,,,,,
38573541,'Bear-a-dise Found',71812166,'Heidi  Ricky',?,28806,35.55841,-82.60405,'Entire home/apt',160,2,5,01/01/20,0.42,8,298,Asheville,,,,,,,,,,
33940629,'Group Retreat at a Renovated Home in East Austin',195003107,GiGi,?,78702,30.27358,-97.72624,'Entire home/apt',325,3,42,19/03/20,2.47,6,0,Austin,,,,,,,,,,
21026144,'Cozy Getaway in City Park West!',25302785,Melissa,?,'City Park West',39.74228,-104.96171,'Private room',40,1,105,15/03/20,3.18,1,39,Denver,,,,,,,,,,
34969093,'South Congress Bungalow',41862945,Shawn,?,78704,30.25559,-97.74908,'Entire home/apt',95,2,22,16/09/20,1.41,1,134,Austin,,,,,,,,,,
17423241,'Maui Resort Rentals: Honua Kai Hokulani 549',39073224,'Maui Resort Rentals',Maui,Lahaina,20.94492,-156.6906,'Entire home/apt',447,5,2,11/01/20,0.23,165,320,Hawaii,,,,,,,,,,
13194279,'30 DAY MINIMUM STAY Master bedroom in Kailua home',73877928,'Greg  Lei',Honolulu,Koolaupoko,21.38112,-157.75419,'Private room',60,30,173,23/03/20,3.49,1,365,Hawaii,,,,,,,,,,
22003941,'Cozy,charming  secluded 1 bedroom close to beach',16189835,Margaret,Kauai,Kapaa-Wailua,22.06903,-159.32156,'Entire home/apt',106,5,59,19/03/20,1.76,15,3,Hawaii,,,,,,,,,
6046435,'Romantic Dodecagon Retreat Near a Black Sand Beach',31380407,Ben,Hawaii,Puna,19.39468,-154.93256,'Entire home/apt',155,2,160,05/09/20,2.44,1,318,Hawaii,,,,,,,,,,
